47261;Rolling Hand Forward
128030;Thumb Down
145705;Sliding Two Fingers Up
38681;Drumming Fingers
131963;Pushing Two Fingers Away
94356;Swiping Right
10322;Doing other things
23578;Sliding Two Fingers Right
80397;Shaking Hand
78709;Swiping Right
74231;Turning Hand Clockwise
113484;Zooming In With Full Hand
115224;Doing other things
3398;Swiping Right
122147;Doing other things
29473;Doing other things
99417;Pulling Hand In
89908;Sliding Two Fingers Up
116423;Thumb Down
66250;Rolling Hand Backward
45179;Swiping Left
65399;Zooming Out With Full Hand
2725;Doing other things
140000;Pushing Two Fingers Away
32272;Zooming In With Two Fingers
25045;Thumb Down
69472;Thumb Down
85566;Swiping Up
17798;Pulling Hand In
20304;Pulling Hand In
28115;Swiping Left
61823;Pulling Two Fingers In
82817;Doing other things
122463;No gesture
20588;Zooming In With Full Hand
110510;Rolling Hand Forward
59792;Doing other things
25379;Turning Hand Counterclockwise
88106;Drumming Fingers
119078;Sliding Two Fingers Up
46534;Doing other things
61380;Sliding Two Fingers Left
110928;Sliding Two Fingers Down
22017;Rolling Hand Backward
67652;Pulling Hand In
65362;Sliding Two Fingers Up
90018;Swiping Down
87269;Swiping Down
16213;Swiping Right
144932;Pulling Hand In
34259;Swiping Right
34221;Pulling Two Fingers In
114802;Pushing Two Fingers Away
40617;Turning Hand Counterclockwise
44396;Zooming In With Full Hand
62958;Swiping Up
111989;Zooming Out With Two Fingers
20310;Drumming Fingers
86359;Zooming In With Full Hand
105246;Pushing Hand Away
135514;Swiping Down
75727;Zooming In With Full Hand
113446;Turning Hand Clockwise
47099;Turning Hand Counterclockwise
120220;Sliding Two Fingers Down
26788;Pushing Two Fingers Away
6870;Pushing Two Fingers Away
61552;Rolling Hand Backward
33407;Zooming In With Two Fingers
122768;Pushing Hand Away
115565;Sliding Two Fingers Down
62720;Pulling Hand In
90319;Swiping Up
48681;Sliding Two Fingers Left
49461;Rolling Hand Backward
58224;Rolling Hand Forward
91150;Sliding Two Fingers Right
84069;Zooming In With Two Fingers
37539;Shaking Hand
91428;Turning Hand Counterclockwise
42945;Drumming Fingers
133493;Sliding Two Fingers Down
9536;Sliding Two Fingers Up
80051;Doing other things
144487;Swiping Right
19917;Swiping Down
79304;Doing other things
60669;Swiping Up
69019;Turning Hand Counterclockwise
39328;Drumming Fingers
142606;No gesture
142849;Swiping Right
108564;Pushing Two Fingers Away
4365;Sliding Two Fingers Down
127174;Sliding Two Fingers Left
104341;Swiping Up
39941;Swiping Up
7664;Swiping Right
147386;Turning Hand Counterclockwise
100848;Swiping Left
122563;Pulling Two Fingers In
105377;Stop Sign
35357;Swiping Down
109225;Pushing Two Fingers Away
77554;Swiping Left
12933;Sliding Two Fingers Down
69020;No gesture
116632;Swiping Left
67352;Turning Hand Counterclockwise
119089;Sliding Two Fingers Left
33610;Drumming Fingers
116820;Thumb Down
6430;Turning Hand Clockwise
122616;Shaking Hand
11907;Pushing Two Fingers Away
109814;Stop Sign
44127;Thumb Down
72292;Rolling Hand Forward
139769;Sliding Two Fingers Down
55763;Sliding Two Fingers Up
64000;Sliding Two Fingers Right
147842;Zooming In With Full Hand
52555;Rolling Hand Forward
103796;Pushing Hand Away
59140;No gesture
58208;Sliding Two Fingers Down
61293;Sliding Two Fingers Up
56057;Thumb Up
100847;Swiping Left
93772;Doing other things
66978;Zooming In With Two Fingers
144617;Doing other things
50073;Sliding Two Fingers Up
126389;Shaking Hand
13835;Sliding Two Fingers Down
40270;Zooming In With Full Hand
45100;Sliding Two Fingers Up
64290;Pushing Hand Away
137770;Rolling Hand Forward
83014;Doing other things
130918;Sliding Two Fingers Left
2121;Doing other things
57598;Zooming In With Two Fingers
24132;Doing other things
140237;Pushing Two Fingers Away
133682;Pushing Hand Away
62085;Doing other things
32698;Pushing Hand Away
49138;Rolling Hand Backward
51489;Swiping Up
67963;No gesture
114563;Zooming In With Full Hand
105604;Doing other things
136469;Zooming In With Two Fingers
105959;Doing other things
100889;Swiping Left
17372;Zooming Out With Full Hand
57294;Pulling Hand In
135471;Pushing Two Fingers Away
90086;Rolling Hand Forward
49875;Drumming Fingers
129310;Sliding Two Fingers Left
118016;Pulling Hand In
69782;Sliding Two Fingers Right
52911;Pushing Hand Away
57748;Swiping Up
97287;Thumb Down
141452;Rolling Hand Forward
4527;Zooming Out With Two Fingers
34920;Zooming Out With Full Hand
27687;Turning Hand Clockwise
43823;Sliding Two Fingers Left
25478;No gesture
98744;Turning Hand Clockwise
26839;Drumming Fingers
138011;Doing other things
13572;Pulling Two Fingers In
26879;Sliding Two Fingers Down
127342;Shaking Hand
83203;Sliding Two Fingers Left
137633;Pushing Hand Away
24261;Rolling Hand Forward
19714;Sliding Two Fingers Up
33486;Zooming In With Full Hand
98106;Zooming Out With Full Hand
133118;Sliding Two Fingers Down
29185;Rolling Hand Forward
7576;Sliding Two Fingers Down
123591;Shaking Hand
29683;Rolling Hand Backward
8448;Doing other things
40964;Pushing Two Fingers Away
11223;Pulling Hand In
84492;Swiping Left
37590;Pulling Two Fingers In
73411;Turning Hand Clockwise
74473;Rolling Hand Forward
25526;Doing other things
42804;Zooming In With Two Fingers
77203;Swiping Right
134558;Swiping Left
79481;Doing other things
44066;Doing other things
114687;Swiping Up
75690;Sliding Two Fingers Up
143843;Swiping Down
55206;Turning Hand Clockwise
93165;Sliding Two Fingers Left
107460;Swiping Right
11458;Pushing Two Fingers Away
19862;Doing other things
60794;No gesture
77295;Zooming In With Two Fingers
5160;Pushing Two Fingers Away
27078;Sliding Two Fingers Down
20825;Sliding Two Fingers Right
27439;Pulling Hand In
91260;Sliding Two Fingers Up
12788;Turning Hand Counterclockwise
103677;Pulling Hand In
116041;Zooming Out With Two Fingers
61248;Rolling Hand Backward
120117;Thumb Up
14203;Thumb Down
3117;Zooming In With Two Fingers
19611;Swiping Left
69406;Doing other things
15470;Doing other things
10180;Doing other things
107925;Rolling Hand Backward
4810;Turning Hand Counterclockwise
111760;Rolling Hand Backward
92887;Doing other things
70500;Rolling Hand Backward
58671;Swiping Up
22936;Sliding Two Fingers Left
19297;Swiping Left
67907;Zooming Out With Full Hand
125580;Stop Sign
122843;Pulling Two Fingers In
54054;Doing other things
144352;Pulling Two Fingers In
61829;Sliding Two Fingers Down
51766;Doing other things
76996;Doing other things
52381;Sliding Two Fingers Right
58804;Turning Hand Clockwise
57049;Zooming Out With Full Hand
48014;Thumb Down
141845;Stop Sign
128460;Pulling Hand In
121295;Swiping Down
15412;Rolling Hand Forward
100047;Rolling Hand Forward
101297;Shaking Hand
1469;Sliding Two Fingers Left
33919;Swiping Left
43913;Drumming Fingers
79564;Swiping Right
5113;Zooming Out With Full Hand
105426;Pulling Two Fingers In
34744;Doing other things
108633;Thumb Up
60836;Zooming In With Two Fingers
85167;Pulling Hand In
110237;Swiping Up
92176;Shaking Hand
37356;Doing other things
24107;Sliding Two Fingers Left
135454;Zooming Out With Two Fingers
114842;No gesture
118303;Drumming Fingers
48864;Sliding Two Fingers Left
57715;Pushing Two Fingers Away
115512;Sliding Two Fingers Right
98448;Sliding Two Fingers Up
43016;Shaking Hand
2672;Sliding Two Fingers Right
74072;Sliding Two Fingers Left
130700;Drumming Fingers
109641;Pulling Two Fingers In
49130;Pushing Two Fingers Away
67582;Sliding Two Fingers Down
50374;Zooming In With Full Hand
114450;Turning Hand Clockwise
73815;Rolling Hand Backward
125208;Sliding Two Fingers Down
75900;Turning Hand Counterclockwise
93212;Swiping Down
61630;Pushing Hand Away
23155;Rolling Hand Backward
56557;Sliding Two Fingers Right
33777;Swiping Right
65984;Turning Hand Counterclockwise
144985;Stop Sign
58695;Doing other things
23877;Sliding Two Fingers Left
98108;Stop Sign
116804;Zooming Out With Full Hand
13320;Swiping Up
110161;Sliding Two Fingers Up
115076;Stop Sign
84592;Sliding Two Fingers Left
16715;Doing other things
49920;Turning Hand Counterclockwise
10125;Swiping Right
65355;Sliding Two Fingers Up
114149;Zooming Out With Full Hand
93539;Thumb Up
42708;Pulling Two Fingers In
66028;Pushing Hand Away
35023;Thumb Up
41574;Rolling Hand Forward
137212;Swiping Down
67114;Pulling Two Fingers In
79439;Drumming Fingers
94959;Swiping Up
45079;Zooming Out With Two Fingers
17762;Stop Sign
132760;Pushing Hand Away
134475;Zooming In With Full Hand
47500;Pulling Two Fingers In
86206;Sliding Two Fingers Up
105090;Doing other things
5648;Swiping Up
89297;No gesture
9103;Swiping Right
33504;Pushing Hand Away
135993;Pushing Two Fingers Away
9374;No gesture
94867;Pushing Two Fingers Away
112612;Doing other things
62443;Pulling Two Fingers In
85830;Swiping Left
138252;Thumb Down
142141;Pushing Two Fingers Away
21168;No gesture
109881;Sliding Two Fingers Left
108249;Sliding Two Fingers Up
34569;Doing other things
130424;Doing other things
133559;Swiping Left
55439;Zooming Out With Full Hand
25989;No gesture
107839;Zooming In With Two Fingers
31767;Thumb Up
127321;Drumming Fingers
12072;Pushing Hand Away
144861;Pushing Two Fingers Away
61717;Drumming Fingers
115899;Zooming In With Two Fingers
102960;Swiping Right
99064;Zooming Out With Two Fingers
67179;Doing other things
121092;No gesture
26856;Swiping Right
11144;Turning Hand Clockwise
27726;Swiping Right
113382;Swiping Up
59602;Rolling Hand Forward
116005;Doing other things
167;Zooming In With Full Hand
64529;Stop Sign
38682;Pushing Hand Away
70189;Shaking Hand
316;Rolling Hand Forward
61629;Doing other things
134063;No gesture
105841;Drumming Fingers
57321;Pushing Two Fingers Away
143114;Swiping Left
116195;Thumb Up
64209;Swiping Left
28420;Pulling Hand In
64224;Rolling Hand Backward
86116;Thumb Up
83434;Doing other things
98718;Shaking Hand
123769;Swiping Up
114732;Thumb Down
36792;Zooming In With Full Hand
19843;Zooming Out With Full Hand
56922;Turning Hand Clockwise
30229;Zooming Out With Two Fingers
2812;Sliding Two Fingers Down
21798;Doing other things
77370;Pulling Hand In
56847;Zooming In With Full Hand
15703;Stop Sign
122862;Rolling Hand Backward
71602;Sliding Two Fingers Left
28817;Stop Sign
115633;Pulling Two Fingers In
58102;Pulling Hand In
50194;Pushing Two Fingers Away
117298;Sliding Two Fingers Left
100698;Zooming In With Two Fingers
134006;Zooming In With Two Fingers
50234;Sliding Two Fingers Down
129894;Sliding Two Fingers Up
39748;Swiping Right
1098;Drumming Fingers
144593;Doing other things
11056;Doing other things
67001;No gesture
128298;Rolling Hand Backward
19294;Sliding Two Fingers Down
74349;Doing other things
94777;Swiping Up
21048;Thumb Up
105364;Shaking Hand
114121;Doing other things
42425;Sliding Two Fingers Up
2463;Sliding Two Fingers Down
33664;Swiping Down
10564;Swiping Down
107031;Stop Sign
38430;Thumb Down
98816;Zooming Out With Full Hand
74747;Rolling Hand Forward
4945;Swiping Up
132026;Sliding Two Fingers Down
102658;Swiping Left
45206;Swiping Left
94965;Pushing Hand Away
124498;Zooming In With Two Fingers
103472;Thumb Up
124521;Swiping Right
122107;Doing other things
118342;No gesture
109082;Zooming In With Two Fingers
108177;Swiping Up
131929;Thumb Down
72212;Doing other things
51911;Sliding Two Fingers Left
2865;Drumming Fingers
44312;Zooming Out With Two Fingers
127695;Sliding Two Fingers Right
12602;Thumb Up
70628;Pulling Two Fingers In
57826;Zooming Out With Two Fingers
126103;Zooming In With Full Hand
75790;Zooming Out With Two Fingers
135618;Turning Hand Counterclockwise
52407;Doing other things
69707;No gesture
48829;Swiping Up
68263;Rolling Hand Forward
76963;Doing other things
61115;Rolling Hand Forward
66373;Rolling Hand Backward
112458;Doing other things
97785;Zooming In With Two Fingers
92325;Drumming Fingers
10038;No gesture
46326;Doing other things
128228;Zooming Out With Full Hand
5150;Swiping Right
42280;Zooming In With Two Fingers
112517;Pushing Two Fingers Away
32630;No gesture
51122;Swiping Down
33115;Sliding Two Fingers Right
132738;Shaking Hand
103709;Sliding Two Fingers Up
119693;Turning Hand Clockwise
119393;Turning Hand Counterclockwise
108665;Swiping Down
142536;Pulling Two Fingers In
147430;Rolling Hand Backward
140433;Pushing Hand Away
16039;Shaking Hand
18886;Drumming Fingers
61313;Pushing Hand Away
28295;Swiping Right
41844;Turning Hand Counterclockwise
105314;Turning Hand Clockwise
38795;Sliding Two Fingers Up
53436;Pushing Two Fingers Away
121949;Thumb Up
130474;Pulling Hand In
116408;Sliding Two Fingers Right
7886;Thumb Up
35127;Pushing Hand Away
42559;Swiping Down
113386;Sliding Two Fingers Up
11396;Doing other things
138962;Zooming Out With Two Fingers
25951;Doing other things
141636;Pulling Hand In
143962;Stop Sign
1244;Sliding Two Fingers Up
70320;Swiping Right
29534;Rolling Hand Forward
13095;Swiping Left
14710;Sliding Two Fingers Down
17783;Turning Hand Counterclockwise
77939;Thumb Up
60722;Drumming Fingers
48948;Sliding Two Fingers Down
57227;Rolling Hand Backward
35176;Doing other things
31485;Sliding Two Fingers Up
93020;Doing other things
86499;Zooming In With Two Fingers
3953;Doing other things
18690;No gesture
94389;Zooming Out With Two Fingers
76529;Sliding Two Fingers Left
41527;No gesture
125131;Stop Sign
140640;Zooming Out With Full Hand
64649;Pushing Two Fingers Away
37629;Zooming In With Two Fingers
69210;Swiping Right
16677;Rolling Hand Backward
66927;Turning Hand Counterclockwise
105481;Stop Sign
123733;Doing other things
115414;Pushing Hand Away
118727;Doing other things
32026;Zooming Out With Full Hand
29155;Doing other things
33148;Doing other things
39811;Turning Hand Counterclockwise
58926;Sliding Two Fingers Right
144603;Turning Hand Clockwise
114572;Drumming Fingers
116585;Pushing Hand Away
11536;Zooming In With Two Fingers
101711;Swiping Up
50281;Zooming In With Two Fingers
47142;Zooming Out With Two Fingers
96824;Turning Hand Counterclockwise
40718;Zooming Out With Full Hand
78555;Pushing Two Fingers Away
65625;Thumb Down
49039;No gesture
17447;Thumb Up
139749;Shaking Hand
82045;Swiping Up
66516;Thumb Down
53084;Swiping Up
133699;Rolling Hand Backward
34928;Turning Hand Counterclockwise
88113;Zooming Out With Two Fingers
73898;Zooming In With Two Fingers
75573;Pushing Two Fingers Away
20296;Swiping Up
143032;Doing other things
103034;Swiping Down
21991;Turning Hand Clockwise
118578;Turning Hand Clockwise
69697;Rolling Hand Backward
143011;Pulling Hand In
93675;Zooming Out With Full Hand
136317;Zooming In With Two Fingers
779;Shaking Hand
8199;Swiping Up
136912;Sliding Two Fingers Up
103191;Drumming Fingers
30359;Zooming Out With Full Hand
5510;Sliding Two Fingers Left
137577;Sliding Two Fingers Left
18542;Sliding Two Fingers Right
24796;Thumb Up
19417;Pushing Two Fingers Away
11045;No gesture
105708;Drumming Fingers
36237;Pushing Two Fingers Away
3452;Swiping Left
55387;Sliding Two Fingers Down
10531;Sliding Two Fingers Left
65365;Sliding Two Fingers Left
115307;No gesture
88264;Doing other things
82165;Swiping Down
122111;Thumb Up
26227;Zooming In With Full Hand
24502;Zooming Out With Two Fingers
6196;Zooming Out With Two Fingers
147765;Thumb Up
102600;Rolling Hand Forward
53621;Stop Sign
81802;Drumming Fingers
7671;Swiping Right
29173;Doing other things
72110;Drumming Fingers
139933;Doing other things
21908;Drumming Fingers
34454;Doing other things
98971;Zooming In With Two Fingers
24682;Thumb Up
129576;Swiping Up
65622;Thumb Up
89375;Swiping Up
121358;Swiping Up
23051;Stop Sign
32783;Thumb Up
52903;Sliding Two Fingers Down
54872;Sliding Two Fingers Up
127356;Pushing Two Fingers Away
12957;Swiping Down
82886;Sliding Two Fingers Up
88649;Sliding Two Fingers Left
120270;Swiping Down
20658;Doing other things
83502;No gesture
111841;Sliding Two Fingers Up
143367;Sliding Two Fingers Down
37670;Doing other things
135754;Pulling Hand In
105320;No gesture
94371;Rolling Hand Forward
72954;Pushing Two Fingers Away
66335;Zooming In With Two Fingers
98414;Shaking Hand
115254;Pulling Hand In
127661;Rolling Hand Forward
128715;Sliding Two Fingers Left
402;Swiping Down
128389;Rolling Hand Forward
21971;Swiping Left
14156;No gesture
133137;Turning Hand Counterclockwise
59283;Stop Sign
84460;Zooming Out With Full Hand
110661;Pulling Two Fingers In
42477;Sliding Two Fingers Down
56796;Drumming Fingers
68065;Swiping Down
37857;Swiping Right
29484;Rolling Hand Backward
48772;Sliding Two Fingers Down
84670;Rolling Hand Backward
119588;Pulling Two Fingers In
97464;Pulling Two Fingers In
88960;Sliding Two Fingers Right
103235;Sliding Two Fingers Left
17023;Thumb Up
91654;Zooming In With Two Fingers
57116;Rolling Hand Backward
118914;Sliding Two Fingers Right
84143;Zooming Out With Two Fingers
63998;Stop Sign
134162;Pulling Two Fingers In
131254;Zooming Out With Full Hand
99074;Stop Sign
113178;Drumming Fingers
106562;Zooming Out With Full Hand
87834;Thumb Up
114718;Swiping Left
86352;Swiping Left
80102;Thumb Down
52172;Pushing Two Fingers Away
142650;Swiping Up
100380;Swiping Right
53199;Sliding Two Fingers Right
2843;Zooming Out With Two Fingers
48298;Pushing Hand Away
44941;Rolling Hand Forward
108166;Swiping Left
37993;Drumming Fingers
80396;Sliding Two Fingers Up
126658;Pulling Hand In
21831;Drumming Fingers
20668;Shaking Hand
2516;Zooming In With Two Fingers
77141;Zooming Out With Full Hand
73168;Sliding Two Fingers Down
11950;Zooming In With Two Fingers
83927;Doing other things
144965;Sliding Two Fingers Up
1149;Rolling Hand Forward
87173;Turning Hand Counterclockwise
92831;Stop Sign
133579;Swiping Left
141390;Sliding Two Fingers Left
134277;Drumming Fingers
54873;Zooming In With Full Hand
109102;Sliding Two Fingers Up
59904;Pulling Two Fingers In
96102;Shaking Hand
92535;Shaking Hand
52843;Thumb Up
31053;Sliding Two Fingers Up
126034;Pulling Hand In
16288;Rolling Hand Forward
14833;Doing other things
4600;Zooming In With Full Hand
3988;No gesture
16444;Pulling Hand In
137734;Pulling Two Fingers In
87312;Zooming Out With Two Fingers
43306;Sliding Two Fingers Up
29468;No gesture
115218;Swiping Up
19702;Sliding Two Fingers Down
57975;Zooming In With Full Hand
107576;Sliding Two Fingers Right
24431;Pulling Hand In
75350;Sliding Two Fingers Up
35541;Rolling Hand Backward
54341;Thumb Down
138653;Pulling Hand In
119255;Drumming Fingers
104914;Drumming Fingers
106696;Swiping Up
27126;Sliding Two Fingers Up
26724;Zooming Out With Full Hand
28242;Zooming Out With Full Hand
35589;Swiping Left
99182;Pulling Two Fingers In
93788;Rolling Hand Backward
109300;Zooming In With Full Hand
128717;Pushing Hand Away
55990;Sliding Two Fingers Left
7575;Thumb Up
28692;Pulling Two Fingers In
92857;Zooming In With Full Hand
109803;Zooming In With Full Hand
55195;Thumb Up
96241;No gesture
112187;Pulling Hand In
108612;Zooming Out With Full Hand
58506;Doing other things
65126;Zooming In With Full Hand
89893;Sliding Two Fingers Left
84438;Thumb Up
41508;Rolling Hand Backward
124751;Rolling Hand Forward
93332;Doing other things
100647;Doing other things
25155;Thumb Up
105071;Swiping Up
17440;Doing other things
131393;Pulling Two Fingers In
95458;Pushing Hand Away
2850;No gesture
4346;No gesture
107190;Turning Hand Counterclockwise
56896;Sliding Two Fingers Down
14790;Drumming Fingers
37749;Shaking Hand
69186;Turning Hand Clockwise
7570;Thumb Down
140667;Doing other things
94534;Pushing Hand Away
105401;Swiping Up
85543;Pulling Hand In
32302;Doing other things
114767;Swiping Up
139191;Sliding Two Fingers Down
126468;Stop Sign
9456;No gesture
31099;Pushing Hand Away
103484;Zooming In With Full Hand
33493;Zooming In With Two Fingers
10630;Doing other things
56963;Swiping Down
81714;Drumming Fingers
61924;Swiping Up
57994;Zooming In With Two Fingers
51873;Drumming Fingers
1641;Swiping Up
84472;Shaking Hand
18279;Pulling Two Fingers In
73936;Doing other things
13211;Turning Hand Clockwise
51669;Zooming In With Full Hand
27368;Stop Sign
125297;Pulling Hand In
30127;Rolling Hand Forward
12901;Doing other things
97183;Zooming Out With Two Fingers
78529;Pushing Two Fingers Away
25671;Swiping Right
29162;Swiping Left
112550;Turning Hand Clockwise
109358;Rolling Hand Forward
109787;Pulling Two Fingers In
100841;Turning Hand Counterclockwise
123010;Swiping Right
47835;Sliding Two Fingers Down
18915;Pulling Hand In
28957;Shaking Hand
51184;Swiping Down
56993;Pushing Two Fingers Away
33150;Shaking Hand
17203;Thumb Up
127128;Pulling Two Fingers In
114811;Pushing Two Fingers Away
126985;Thumb Up
24012;Sliding Two Fingers Up
61516;Sliding Two Fingers Left
63632;Sliding Two Fingers Down
123120;Zooming Out With Two Fingers
123085;Drumming Fingers
60312;Swiping Down
50243;Doing other things
99660;Thumb Up
85664;Thumb Down
56437;Shaking Hand
33765;Sliding Two Fingers Down
51236;Swiping Left
9491;Rolling Hand Backward
141960;Zooming Out With Two Fingers
101632;Sliding Two Fingers Left
90654;Rolling Hand Forward
101148;Swiping Right
26807;Swiping Left
34488;Stop Sign
22522;Sliding Two Fingers Down
113423;Doing other things
53554;Swiping Right
98318;Pushing Hand Away
46273;Doing other things
4626;Swiping Up
12020;Sliding Two Fingers Right
12586;Stop Sign
134787;Drumming Fingers
99221;Swiping Down
50157;Swiping Right
108048;Rolling Hand Forward
133330;Sliding Two Fingers Right
107746;Turning Hand Counterclockwise
91055;Turning Hand Clockwise
14301;Drumming Fingers
71181;Swiping Left
6510;Zooming In With Two Fingers
99117;Pulling Two Fingers In
51770;Pulling Hand In
65420;Rolling Hand Backward
133727;Doing other things
128983;Pulling Hand In
15483;Pushing Hand Away
73345;Shaking Hand
32909;Shaking Hand
120177;Pushing Hand Away
27451;Rolling Hand Backward
106865;Zooming In With Full Hand
18389;Zooming In With Two Fingers
34580;Turning Hand Clockwise
103820;Zooming Out With Full Hand
76855;Sliding Two Fingers Right
5400;Swiping Right
72497;Turning Hand Counterclockwise
87136;Swiping Up
66792;Pulling Two Fingers In
61231;Stop Sign
29530;Zooming Out With Full Hand
58313;Zooming Out With Full Hand
49269;Sliding Two Fingers Left
123999;Sliding Two Fingers Down
81533;No gesture
112908;Stop Sign
30505;Sliding Two Fingers Left
67982;Swiping Up
74583;Turning Hand Clockwise
3373;Stop Sign
32768;Rolling Hand Backward
28024;Shaking Hand
65686;Pushing Two Fingers Away
136788;Pushing Two Fingers Away
6080;Drumming Fingers
19398;Zooming In With Two Fingers
146578;Doing other things
125605;Pushing Two Fingers Away
45764;Thumb Down
108388;Swiping Down
145208;Rolling Hand Forward
109016;No gesture
35894;Zooming In With Full Hand
143547;Pulling Two Fingers In
115826;Sliding Two Fingers Up
131487;Swiping Left
25381;Swiping Right
43185;Sliding Two Fingers Up
6471;Doing other things
90999;Zooming Out With Two Fingers
63015;Pushing Hand Away
79470;Thumb Down
101149;Pushing Two Fingers Away
47575;Pulling Hand In
89159;Thumb Down
126485;Zooming Out With Full Hand
54944;Swiping Right
125022;Shaking Hand
53852;Zooming Out With Two Fingers
82256;Doing other things
116824;Shaking Hand
77355;Swiping Left
65189;Pushing Two Fingers Away
119165;Sliding Two Fingers Down
88493;Turning Hand Counterclockwise
74287;Turning Hand Counterclockwise
102496;Zooming In With Full Hand
109414;Sliding Two Fingers Left
134967;Zooming In With Full Hand
11426;Thumb Down
50894;Thumb Down
74203;Sliding Two Fingers Right
66309;Swiping Left
12510;Stop Sign
90248;Sliding Two Fingers Down
5255;Sliding Two Fingers Down
130909;No gesture
41135;Zooming In With Two Fingers
11362;Pulling Two Fingers In
138577;Doing other things
69342;Pushing Two Fingers Away
75907;Sliding Two Fingers Left
6630;Zooming In With Full Hand
34405;Stop Sign
9969;Sliding Two Fingers Up
44542;Zooming Out With Full Hand
143586;Doing other things
45213;Doing other things
109217;Stop Sign
117461;Zooming In With Two Fingers
140642;Thumb Down
57720;Swiping Down
31647;Swiping Left
128306;Pushing Two Fingers Away
57723;Pulling Hand In
83326;Thumb Up
87783;Thumb Up
13145;No gesture
30100;Swiping Up
6298;Sliding Two Fingers Down
135166;Doing other things
119133;Zooming Out With Full Hand
30860;Rolling Hand Backward
103777;Zooming Out With Full Hand
125308;Zooming In With Two Fingers
115990;Swiping Right
46320;Turning Hand Counterclockwise
51533;Swiping Left
98969;Zooming In With Full Hand
18050;Rolling Hand Backward
11488;Drumming Fingers
63634;Doing other things
53133;Turning Hand Counterclockwise
3406;Shaking Hand
8502;Zooming Out With Full Hand
54590;Shaking Hand
115222;Swiping Up
11062;Pulling Two Fingers In
60686;Sliding Two Fingers Left
124975;Sliding Two Fingers Up
84803;Doing other things
89267;Zooming In With Two Fingers
85435;Pulling Hand In
102223;Pulling Hand In
68957;Rolling Hand Backward
112890;Swiping Up
94122;Zooming Out With Two Fingers
62905;Doing other things
69055;Sliding Two Fingers Down
133844;Zooming Out With Two Fingers
103998;Sliding Two Fingers Up
80041;Sliding Two Fingers Left
140105;Shaking Hand
144288;Zooming Out With Two Fingers
123859;Swiping Right
70406;Pulling Hand In
116413;Zooming Out With Full Hand
99448;Zooming In With Two Fingers
42176;Pushing Two Fingers Away
63000;Doing other things
76651;Swiping Down
37405;Sliding Two Fingers Up
95709;Rolling Hand Backward
45738;Turning Hand Clockwise
39016;Pulling Hand In
16325;Swiping Down
98367;No gesture
111749;Pulling Hand In
63244;Sliding Two Fingers Left
64853;Zooming Out With Two Fingers
20839;Sliding Two Fingers Down
